Frame;TimeStamp;Detect
1;19.22440218925476;0
2;22.178287506103516;0
3;22.192713022232056;0
4;22.219525575637817;0
5;22.24999189376831;0
6;22.281494855880737;0
7;22.31363272666931;0
8;22.342915534973145;0
9;22.392210483551025;0
10;22.426457405090332;0
11;22.459311723709106;0
12;22.492924690246582;0
13;22.52258539199829;0
14;22.55489945411682;0
15;22.574103832244873;0
16;22.60607933998108;0
17;22.65097165107727;0
18;22.682204723358154;0
19;22.706695795059204;0
20;22.744022607803345;0
21;22.795237064361572;0
22;22.827087879180908;0
23;22.857245445251465;0
24;22.88033890724182;0
25;22.924128532409668;0
26;22.957448959350586;0
27;22.989296436309814;0
28;23.00981616973877;0
29;23.05081844329834;0
30;23.084431409835815;0
31;23.11612367630005;0
32;23.153593063354492;0
33;23.19425082206726;0
34;23.23052978515625;0
35;23.264568567276;0
36;23.295928239822388;0
37;23.326362133026123;0
38;23.361852169036865;0
39;23.383700847625732;0
40;23.411521911621094;0
41;23.441593885421753;0
42;23.473819971084595;0
43;23.508421897888184;0
44;23.543378353118896;0
45;23.59337019920349;0
46;23.615258932113647;0
47;23.645353078842163;0
48;23.680662393569946;0
49;23.709065675735474;0
50;23.74474000930786;0
51;23.775471448898315;0
52;23.80863642692566;0
53;23.839515686035156;0
54;23.885712385177612;0
55;23.913519859313965;0
56;23.948692083358765;0
57;23.99511432647705;0
58;24.025866746902466;0
59;24.059112787246704;0
60;24.091114282608032;0
61;24.124927759170532;0
62;24.15702509880066;0
63;24.191468715667725;0
64;24.21607518196106;0
65;24.4846248626709;0
66;24.50011682510376;0
67;24.5108904838562;0
68;24.541603088378906;0
69;24.573553323745728;0
70;24.608932971954346;0
71;24.642342567443848;0
72;24.673722505569458;0
73;24.709260940551758;0
74;24.74230432510376;0
75;24.792457580566406;0
76;24.825587034225464;0
77;24.858430862426758;0
78;24.89091682434082;0
79;24.91234588623047;0
80;24.943483352661133;0
81;24.976504802703857;0
82;25.0172221660614;0
83;25.046311378479004;0
84;25.073725700378418;0
85;25.111822843551636;0
86;25.148412704467773;0
87;25.18625497817993;0
88;25.22040033340454;0
89;25.250720739364624;0
90;25.285468339920044;0
91;25.323472023010254;0
92;25.35541272163391;0
93;25.37711501121521;0
94;25.410979509353638;0
95;25.43838930130005;0
96;25.47447967529297;0
97;25.507550716400146;0
98;25.54129195213318;0
99;25.591267347335815;0
100;25.625741004943848;0
101;25.663089990615845;0
102;25.679009914398193;0
103;25.70926332473755;0
104;25.758874654769897;0
105;25.783427953720093;0
106;25.806078672409058;0
107;25.840925693511963;0
108;25.87342119216919;0
109;25.907873392105103;0
110;25.94201636314392;0
111;25.996140003204346;0
112;26.023536682128906;0
113;26.059879541397095;0
114;26.08939480781555;0
115;26.124447107315063;0
116;26.154762744903564;0
117;26.18757724761963;0
118;26.23726987838745;0
119;26.26093864440918;0
120;26.281532526016235;0
121;26.312901973724365;0
122;26.33305597305298;0
123;26.38027048110962;0
124;26.41486358642578;0
125;26.457090377807617;0
126;26.484397172927856;0
127;26.510520696640015;0
128;26.550041437149048;0
129;26.576903581619263;0
130;26.61717939376831;0
131;26.638447284698486;0
132;26.676061391830444;0
133;26.708863019943237;0
134;26.74161124229431;0
135;26.790507793426514;0
136;26.82505512237549;0
137;26.85873317718506;0
138;26.889490842819214;0
139;26.925159215927124;0
140;26.958972692489624;0
141;26.988333225250244;0
142;27.019742488861084;0
143;27.05299139022827;0
144;27.08458113670349;0
145;27.1133394241333;0
146;27.148685216903687;0
147;27.19872260093689;0
148;27.214744091033936;0
149;27.26223921775818;0
150;27.292919635772705;0
151;27.323715925216675;0
152;27.34277105331421;0
153;27.39846897125244;0
154;27.416872024536133;0
155;27.44086480140686;0
156;27.47224712371826;0
157;27.512377500534058;0
158;27.5637104511261;0
159;27.581724882125854;0
160;27.61393666267395;0
161;27.649851083755493;0
162;27.68790864944458;0
163;27.72466731071472;0
164;27.759326696395874;0
165;27.77672815322876;0
166;27.807209014892578;0
167;27.84073305130005;0
168;27.87573504447937;0
169;27.9076144695282;0
170;27.962963342666626;0
171;27.99223256111145;0
172;28.024719953536987;0
173;28.063555240631104;0
174;28.078349113464355;0
175;28.11251926422119;0
176;28.142348766326904;0
177;28.17448854446411;0
178;28.207273721694946;0
179;28.25248622894287;0
180;28.280020713806152;0
181;28.30747628211975;0
182;28.365697622299194;0
183;28.39220404624939;0
184;28.424525260925293;0
185;28.458075523376465;0
186;28.489635229110718;0
187;28.522053241729736;0
188;28.557679176330566;0
189;28.574023962020874;0
190;28.60715937614441;0
191;28.64686155319214;0
192;28.6746666431427;0
193;28.707414388656616;0
194;28.756635904312134;0
195;28.785635948181152;0
196;28.815157890319824;0
197;28.845810651779175;0
198;28.881997108459473;0
199;28.909653663635254;0
200;28.95345950126648;0
201;28.977127075195312;0
202;29.019187211990356;0
203;29.050615072250366;0
204;29.081502437591553;0
205;29.11348819732666;0
206;29.16225266456604;0
207;29.190746784210205;0
208;29.225663900375366;0
209;29.258814811706543;0
210;29.278061151504517;0
211;29.309955596923828;0
212;29.35490608215332;0
213;29.38668417930603;0
214;29.4186053276062;0
215;29.44952893257141;0
216;29.48274064064026;0
217;29.512476444244385;0
218;29.56282091140747;0
219;29.591933250427246;0
220;29.62552499771118;0
221;29.657562494277954;0
222;29.6899197101593;0
223;29.721324920654297;0
224;29.754595041275024;0
225;29.786181449890137;0
226;29.808438539505005;0
227;29.84974193572998;0
228;29.886162996292114;0
229;29.908367156982422;0
230;29.955420970916748;0
231;29.982051849365234;0
232;30.014904975891113;0
233;30.05875277519226;0
234;30.09098196029663;0
235;30.121165990829468;0
236;30.155548810958862;0
237;30.186121225357056;0
238;30.223944187164307;0
239;30.248432397842407;0
240;30.27590847015381;0
241;30.30756711959839;0
242;30.356194019317627;0
243;30.382100820541382;0
244;30.417490005493164;0
245;30.446372270584106;0
246;30.47916316986084;0
247;30.523355960845947;0
248;30.55887508392334;0
249;30.5758318901062;0
250;30.607089519500732;0
251;30.649974584579468;0
252;30.68755865097046;0
253;30.70803451538086;0
254;30.762884378433228;0
255;30.7918860912323;0
256;30.824997901916504;0
257;30.85855746269226;0
258;30.889453649520874;0
259;30.922505855560303;0
260;30.9582417011261;0
261;30.976476669311523;0
262;31.01616072654724;0
263;31.049108266830444;0
264;31.078845739364624;0
265;31.113362789154053;0
266;31.159371376037598;0
267;31.192018032073975;0
268;31.223721027374268;0
269;31.246183156967163;0
270;31.288854598999023;0
271;31.32593607902527;0
272;31.357653617858887;0
273;31.376948356628418;0
274;31.40845274925232;0
275;31.453898668289185;0
276;31.477553129196167;0
277;31.507840156555176;0
278;31.56460452079773;0
279;31.59172797203064;0
280;31.624781608581543;0
281;31.65798330307007;0
282;31.69123601913452;0
283;31.725605249404907;0
284;31.761332750320435;0
285;31.77798366546631;0
286;31.812289714813232;0
287;31.840484857559204;0
288;31.877871990203857;0
289;31.908398389816284;0
290;31.957219123840332;0
291;31.994840145111084;0
292;32.02413749694824;0
293;32.06153631210327;0
294;32.07921242713928;0
295;32.11139130592346;0
