Frame;TimeStamp;Detect
1;12.40793514251709;1
2;12.802907705307007;1
3;12.83253026008606;1
4;12.868112802505493;1
5;12.899924993515015;1
6;12.932767629623413;1
7;12.965663194656372;1
8;12.995524406433105;1
9;13.059666156768799;1
10;13.091685771942139;1
11;13.12363862991333;1
12;13.173555135726929;1
13;13.203921556472778;1
14;13.215310335159302;1
15;13.23526120185852;1
16;13.268583297729492;1
17;13.300718307495117;1
18;13.333843231201172;1
19;13.365344285964966;1
20;13.395517587661743;1
21;13.459628343582153;1
22;13.491313695907593;1
23;13.525683879852295;1
24;13.571867942810059;1
25;13.606903314590454;1
26;13.61308240890503;1
27;13.63592529296875;1
28;13.667104005813599;1
29;13.699177026748657;1
30;13.732624292373657;1
31;13.764227151870728;1
32;13.796261548995972;1
33;13.827441692352295;1
34;13.892125368118286;1
35;13.923547983169556;1
36;13.97431206703186;1
37;14.001908302307129;1
38;14.005836248397827;1
39;14.033211469650269;1
40;14.066245079040527;1
41;14.099866151809692;1
42;14.131914377212524;1
43;14.163544654846191;1
44;14.196513175964355;1
45;14.259644985198975;1
46;14.291770219802856;1
47;14.323745250701904;1
48;14.372204780578613;1
49;14.40499234199524;1
50;14.413920402526855;1
51;14.436067581176758;1
52;14.46908688545227;1
53;14.50076699256897;1
54;14.534562587738037;1
55;14.562286138534546;1
56;14.594465255737305;1
57;14.657805919647217;1
58;14.692291975021362;1
59;14.725061416625977;1
60;14.772609949111938;1
61;14.805258512496948;1
62;14.816648721694946;1
63;14.837990045547485;1
64;14.869370460510254;1
65;14.9017014503479;0
66;14.932950019836426;0
67;14.964032888412476;0
68;14.997186183929443;0
69;15.029813766479492;0
70;15.093459844589233;0
71;15.125213861465454;1
72;15.175707578659058;1
73;15.2055184841156;0
74;15.214929342269897;0
75;15.236760377883911;0
76;15.26729416847229;0
77;15.302102088928223;0
78;15.33166217803955;0
79;15.3642578125;0
80;15.396138906478882;0
81;15.427596092224121;1
82;15.491950511932373;1
83;15.526610851287842;1
84;15.570032119750977;1
85;15.575448274612427;1
86;15.603205919265747;1
87;15.636380672454834;1
88;15.667322397232056;1
89;15.699243783950806;1
90;15.731491804122925;1
91;15.763442993164062;1
92;15.795486450195312;1
93;15.859465837478638;1
94;15.891662120819092;1
95;15.923158645629883;1
96;15.970624685287476;1
97;15.979663848876953;1
98;16.004549980163574;1
99;16.03801417350769;1
100;16.069348096847534;1
101;16.099799156188965;1
102;16.149195194244385;1
103;16.162755727767944;1
104;16.197209358215332;1
105;16.260043382644653;1
106;16.292202711105347;1
107;16.339284896850586;1
108;16.3748836517334;1
109;16.381507635116577;1
110;16.40583634376526;1
111;16.435526132583618;1
112;16.47003746032715;1
113;16.499068021774292;1
114;16.532957553863525;1
115;16.561684608459473;1
116;16.59382462501526;1
117;16.660398960113525;1
118;16.69155979156494;0
119;16.742112398147583;0
120;16.771360874176025;0
121;16.780226945877075;0
122;16.803375005722046;0
123;16.836914539337158;1
124;16.86702537536621;1
125;16.90043807029724;1
126;16.931952238082886;1
127;16.965754985809326;1
128;16.99535632133484;1
129;17.06009078025818;1
130;17.092361450195312;1
131;17.13970446586609;1
132;17.171467781066895;1
133;17.180774927139282;1
134;17.204026699066162;1
135;17.24047064781189;1
136;17.26766610145569;1
137;17.302196979522705;1
138;17.3321692943573;1
139;17.364272117614746;1
140;17.397054195404053;1
141;17.42750310897827;1
142;17.493239641189575;1
143;17.54182457923889;1
144;17.572121143341064;1
145;17.581677436828613;1
146;17.60559391975403;1
147;17.638535022735596;1
148;17.68482518196106;1
149;17.70281434059143;1
150;17.732776880264282;1
151;17.764108657836914;1
152;17.800647735595703;1
153;17.85966181755066;1
154;17.894301652908325;1
155;17.941031217575073;1
156;17.972914218902588;1
157;17.98124885559082;1
158;18.006876945495605;1
159;18.034729480743408;1
160;18.06572961807251;1
161;18.09784507751465;1
162;18.131144046783447;1
163;18.163748264312744;1
164;18.195502519607544;1
165;18.261478900909424;1
166;18.294519424438477;1
167;18.33975601196289;1
168;18.37178945541382;1
169;18.380149126052856;1
170;18.40668749809265;1
171;18.436359405517578;1
172;18.46938705444336;1
173;18.500301599502563;1
174;18.53270196914673;1
175;18.562933206558228;1
176;18.59547519683838;1
177;18.659554719924927;1
178;18.692424297332764;1
179;18.739887714385986;1
180;18.770612955093384;1
181;18.78030490875244;1
182;18.80596613883972;1
183;18.841105699539185;1
184;18.86960196495056;1
185;18.899566173553467;1
186;18.931503534317017;1
187;18.9635591506958;1
188;18.995684146881104;1
189;19.06019353866577;1
190;19.091496229171753;1
191;19.140347003936768;1
192;19.174278497695923;1
193;19.181358575820923;1
194;19.205016374588013;1
195;19.23672580718994;1
196;19.269164085388184;1
197;19.29920482635498;1
198;19.331756353378296;1
199;19.365042686462402;1
200;19.397632360458374;1
201;19.42805552482605;1
202;19.49543309211731;1
203;19.5418119430542;1
204;19.570521116256714;1
205;19.576667547225952;1
206;19.60260534286499;1
207;19.635937929153442;1
208;19.668683767318726;1
209;19.701613426208496;1
210;19.731483697891235;1
211;19.763808250427246;1
212;19.79623818397522;1
213;19.860710382461548;1
214;19.894505739212036;1
215;19.9405300617218;1
216;19.972437143325806;1
217;19.984527349472046;1
218;20.00589084625244;1
219;20.037519454956055;1
220;20.069323539733887;1
221;20.099826335906982;1
222;20.13495707511902;1
223;20.164316177368164;1
224;20.19630479812622;1
225;20.228946208953857;1
226;20.29444146156311;1
227;20.34028196334839;1
228;20.37440299987793;1
229;20.384621381759644;1
230;20.4063458442688;1
231;20.436851263046265;1
232;20.469233751296997;1
233;20.50175905227661;1
234;20.531919240951538;1
235;20.56308102607727;1
236;20.593689918518066;1
237;20.660300731658936;1
238;20.692479133605957;1
239;20.740215301513672;1
240;20.771382331848145;1
241;20.780083179473877;1
242;20.804006576538086;1
243;20.839040994644165;1
244;20.869348764419556;1
245;20.900861978530884;1
246;20.931842803955078;1
247;20.963740825653076;1
248;20.995533227920532;1
249;21.059910535812378;1
250;21.092299938201904;1
251;21.141028881072998;1
252;21.171643495559692;1
253;21.187102556228638;1
254;21.205500602722168;1
255;21.23756718635559;1
256;21.268121480941772;1
257;21.301639318466187;1
258;21.331308841705322;1
259;21.36374545097351;1
260;21.39568567276001;1
261;21.460127592086792;1
262;21.492685317993164;1
263;21.541017055511475;1
264;21.551774978637695;1
265;21.572898387908936;1
266;21.601847648620605;1
267;21.637208938598633;1
268;21.669548511505127;1
269;21.700385808944702;1
270;21.7315890789032;1
271;21.764862775802612;1
272;21.79541850090027;1
273;21.860953092575073;1
274;21.90918469429016;1
275;21.93992018699646;1
276;21.951704025268555;1
277;21.971736192703247;1
278;22.003792762756348;1
279;22.036614656448364;0
280;22.06924295425415;0
281;22.10101866722107;1
282;22.165184497833252;0
283;22.22893261909485;1
284;22.23922300338745;1
285;22.275200605392456;0
286;22.339460134506226;0
287;22.35230302810669;0
288;22.40726947784424;0
289;22.42224931716919;0
290;22.468735933303833;0
291;22.48283839225769;0
292;22.515853881835938;1
293;22.529199600219727;1
294;22.578237295150757;1
295;22.644426107406616;1
296;22.656006813049316;1
297;22.707805156707764;1
298;22.71800923347473;1
299;22.75449013710022;1
300;22.764002799987793;1
301;22.820343732833862;1
302;22.887210369110107;1
303;22.895955801010132;1
304;22.948113918304443;1
305;22.959100484848022;1
306;22.996458292007446;1
307;23.009340524673462;1
308;23.059646368026733;1
309;23.12458562850952;1
310;23.13688039779663;1
311;23.188146352767944;1
312;23.197576761245728;1
313;23.237265586853027;1
314;23.247280597686768;1
315;23.300495147705078;1
316;23.310521364212036;1
317;23.364675760269165;1
318;23.37509274482727;1
319;23.431172609329224;1
320;23.44272470474243;1
321;23.47657346725464;1
322;23.542442083358765;1
323;23.553733110427856;1
324;23.60216450691223;1
325;23.60896897315979;1
326;23.66829228401184;1
327;23.67925453186035;1
328;23.715670108795166;1
329;23.72540521621704;1
330;23.780117750167847;1
331;23.844062566757202;1
332;23.85335659980774;1
333;23.908207893371582;1
334;23.92186999320984;1
335;23.95842480659485;1
336;23.95941734313965;1
337;24.02337908744812;1
338;24.088391065597534;1
339;25.55993151664734;1
340;25.585142374038696;1
341;25.589510202407837;1
342;25.63393473625183;1
343;25.63393473625183;1
344;25.698367595672607;1
345;25.705636262893677;1
346;25.76244831085205;1
347;25.771013498306274;1
348;25.825777530670166;1
349;25.829976081848145;1
350;25.873326063156128;1
351;25.93936014175415;1
352;25.950480699539185;1
353;26.002924919128418;1
354;26.01073408126831;1
355;26.068106412887573;1
356;26.073479175567627;1
357;26.119130611419678;1
358;26.12752938270569;1
359;26.1817684173584;1
360;26.244529962539673;1
361;26.257972955703735;1
362;26.30828547477722;1
363;26.321967601776123;1
364;26.355814933776855;1
365;26.365825176239014;1
366;26.421414136886597;1
367;26.483351707458496;1
368;26.49189591407776;1
369;26.547869205474854;1
370;26.547869205474854;1
371;26.59469509124756;1
372;26.59469509124756;1
373;26.660006999969482;1
374;26.72551155090332;1
375;26.735746383666992;1
376;26.788210153579712;1
377;26.797576189041138;1
378;26.83850646018982;1
379;26.85017490386963;1
380;26.902765035629272;1
381;26.912792682647705;1
382;26.96425151824951;1
383;26.976310968399048;1
384;27.028332471847534;1
385;27.035871505737305;1
386;27.076900243759155;1
387;27.14035439491272;1
388;27.145799160003662;1
389;27.204087257385254;1
390;27.214112043380737;1
391;27.26892852783203;1
392;27.27966809272766;1
393;27.31604528427124;1
394;27.329441785812378;1
395;27.38089084625244;1
396;27.44376492500305;1
397;27.44376492500305;1
398;27.507042407989502;1
399;27.519781351089478;1
400;27.55375838279724;1
401;27.55375838279724;1
402;27.62145972251892;1
403;27.822672367095947;1
404;27.857499837875366;1
405;27.920539617538452;1
406;27.922593355178833;1
407;27.98782992362976;1
408;27.997944116592407;1
409;28.037053108215332;1
410;28.040079355239868;1
411;28.099390506744385;1
412;28.107823133468628;1
413;28.163511276245117;1
414;28.173887252807617;1
415;28.227890729904175;1
416;28.237427473068237;1
417;28.276647806167603;1
418;28.34027910232544;1
419;28.35088300704956;1
420;28.408412218093872;1
421;28.419405460357666;1
422;28.471834659576416;1
423;28.485804557800293;1
424;28.51844596862793;1
425;28.524187564849854;1
426;28.579107999801636;1
427;28.645761966705322;1
428;28.652182817459106;1
429;28.711097240447998;1
430;28.719658613204956;1
431;28.75568699836731;1
432;28.764233827590942;1
433;28.819886684417725;1
434;28.883363962173462;1
435;28.892188787460327;1
436;28.947404384613037;1
437;28.955114364624023;1
438;28.995298147201538;1
439;28.995298147201538;1
440;29.060094356536865;1
441;29.122951984405518;1
442;29.13275909423828;1
443;29.187468767166138;1
444;29.196167707443237;1
445;29.23633050918579;0
446;29.24182915687561;0
447;29.29944920539856;0
448;29.307352304458618;0
449;29.36110806465149;0
450;29.371131896972656;0
451;29.426671028137207;0
452;29.43669056892395;0
453;29.477781534194946;0
454;29.539435148239136;1
455;29.54787826538086;1
456;29.603756189346313;1
457;29.61226224899292;1
458;29.66959238052368;1
459;29.672229528427124;1
460;29.731525897979736;0
461;29.74155306816101;0
462;29.779700994491577;1
463;29.779700994491577;1
464;29.844845056533813;1
465;29.907427549362183;1
466;29.91744303703308;1
467;29.971574783325195;1
468;29.976791381835938;1
469;30.022845029830933;1
470;30.033114194869995;1
471;30.087714910507202;1
472;30.15488600730896;1
473;30.16795587539673;1
474;30.211975812911987;1
475;30.21895956993103;1
476;30.260068655014038;1
477;30.26796817779541;1
478;30.32573962211609;1
479;30.391772747039795;1
480;30.401038885116577;1
481;30.456542253494263;1
482;30.46651315689087;1
483;30.504169940948486;1
484;30.512145042419434;1
485;30.56901264190674;1
486;30.57699155807495;1
487;30.630848169326782;1
488;30.639822006225586;1
489;30.69045925140381;1
490;30.74309539794922;1
491;30.7507061958313;1
